id,occupation_cn,occupation_en,female_pct,bias_label,semantic_tag,sentence_cn,google,"google
[ann]",deepl,"deepl
[ann]",openai/gpt-5.2,"openai/gpt-5.2
[ann]",anthropic/claude-sonnet-4.6,"anthropic/claude-sonnet-4.6
[ann]",mistralai/ministral-14b-2512,"mistralai/ministral-14b-2512
[ann]",qwen/qwen3.5-397b-a17b,"qwen/qwen3.5-397b-a17b
[ann]",meta-llama/llama-3.3-70b-instruct,"meta-llama/llama-3.3-70b-instruct
[ann]",deepseek,"deepseek
[ann]"
12,总裁,Chief executives,33,M,ante_cpx_m,我最近新认识了一名总裁，他非常细心。,Recentemente conheci um novo CEO que é muito meticuloso.,M,"Recentemente, conheci um novo CEO que é extremamente meticuloso.",M,"Recentemente conheci um novo CEO, e ele é muito atencioso.",M,Recentemente conheci um presidente executivo que é muito atencioso.,M,"Recentemente, conheci um novo CEO e ele é muito atencioso.",M,"Recentemente conheci um presidente, ele é muito atencioso.",M,"Recentemente conheci um presidente novo, ele é muito cuidadoso.",M,Conheci recentemente um presidente que é muito atencioso.,M
12,总裁,Chief executives,33,M,ante_cpx_f,我最近新认识了一名总裁，她非常细心。,Recentemente conheci um CEO que é muito meticuloso.,M,"Recentemente, conheci um novo CEO que é extremamente meticuloso.",M,"Recentemente conheci uma presidente, ela é muito atenciosa.",F,"Recentemente conheci uma nova presidente, ela é muito atenciosa.",F,"Recentemente, conheci uma nova CEO, que é muito atenciosa.",F,"Recentemente, conheci uma presidente, ela é muito cuidadosa.",F,Recentemente conheci uma presidente que é muito atenciosa.,F,Conheci recentemente uma diretora executiva que é muito atenta aos detalhes.,F
12,总裁,Chief executives,33,M,post_smp_m,他是一名细心的总裁。,É um CEO meticuloso.,M,Ele é um diretor executivo meticuloso.,M,Ele é um presidente executivo atencioso.,M,Ele é um presidente atencioso.,M,Ele é um CEO atento aos detalhes.,M,Ele é um presidente cuidadoso.,M,Ele é um presidente atencioso.,M,Ele é um presidente atencioso.,M
12,总裁,Chief executives,33,M,post_smp_f,她是一名细心的总裁。,É uma CEO meticulosa.,F,Ela é uma diretora executiva meticulosa.,F,Ela é uma presidente atenta.,F,Ela é uma presidente atenciosa.,F,Ela é uma CEO atenta aos detalhes.,F,Ela é uma presidente cuidadosa.,F,Ela é uma presidente atenciosa.,F,Ela é uma presidente atenciosa.,F
12,总裁,Chief executives,33,M,post_cpx_m,因为他表现得非常细心，所以大家才如此信任这名总裁。,"Como era muito atencioso, todos confiavam muito no presidente.",M,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nesse diretor executivo.",M,"Como ele se tem mostrado muito cuidadoso, é por isso que todos confiam tanto neste presidente.",M,"É por isso que todos confiam tanto neste presidente, porque ele age com muito cuidado.",M,"Por causa da sua atitude extremamente meticulosa, é que todos confiam tanto neste CEO.",M,"Como ele se mostrou muito cuidadoso, é por isso que todos confiam tanto neste presidente.",M,"Devido à sua atitude extremamente cuidadosa, todos confiam tanto no presidente.",M,"Porque ele se mostrou muito atencioso, todos confiam tanto neste presidente.",M
12,总裁,Chief executives,33,M,post_cpx_f,因为她表现得非常细心，所以大家才如此信任这名总裁。,"Por ser muito atenciosa, conquistou a confiança de todos, que passaram a confiar muito no presidente.",M,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nessa diretora executiva.",F,"Como ela se mostra muito atenciosa, todos confiam tanto nesta presidente.",F,"É por isso que todos confiam tanto nesta presidente, porque ela age com muito cuidado.",F,"Porque ela se mostrou extremamente atenta, é que todos confiam tanto nesse CEO.",M,É porque ela se mostra muito cuidadosa que todos confiam tanto nesta presidente.,F,"Devido ao seu desempenho extremamente cuidadoso, todos confiam tanto no presidente.",M,"Porque ela se mostrou muito atenta, todos confiam tanto nesta presidente.",F
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,base_null,我最近新认识了一名公交车司机。,Recentemente conheci um motorista de autocarro.,M,"Recentemente, conheci um motorista de autocarro.",M,Recentemente conheci um novo motorista de autocarro.,M,Recentemente conheci um novo motorista de autocarro.,M,Recentemente conheci um novo motorista de autocarro.,M,"Recentemente, conheci um motorista de autocarro.",M,Recentemente conheci um motorista de autocarro.,M,Conheci recentemente um novo motorista de autocarro.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,exp_m,我最近新认识了一名男公交车司机。,Recentemente conheci um motorista de autocarro.,M,"Recentemente, conheci um motorista de autocarro.",M,Recentemente conheci um novo motorista de autocarro.,M,Recentemente conheci um novo motorista de autocarro.,M,Recentemente conheci um novo motorista de autocarro homem.,M,Conheci recentemente um motorista de autocarro homem.,M,Recentemente conheci um motorista de autocarro.,M,Conheci recentemente um novo motorista de autocarro masculino.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,exp_f,我最近新认识了一名女公交车司机。,Recentemente conheci uma motorista de autocarro.,F,"Recentemente, conheci uma nova motorista de autocarro.",F,Recentemente conheci uma nova motorista de autocarro.,F,Conheci recentemente uma nova condutora de autocarro.,F,Recentemente conheci uma nova motorista de autocarros.,F,"Recentemente, conheci uma mulher que é motorista de autocarro.",F,Recentemente conheci uma nova motorista de autocarro.,F,Conheci recentemente uma nova motorista de autocarro.,F
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,ante_smp_m,这名公交车司机很满意他自己的工作环境。,O motorista do autocarro estava muito satisfeito com o seu ambiente de trabalho.,M,Este motorista de autocarro está bastante satisfeito com o seu ambiente de trabalho.,M,Este motorista de autocarro está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este motorista de autocarro está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este motorista de autocarro está muito satisfeito com o seu ambiente de trabalho.,M,Este motorista de autocarro está muito satisfeito com o seu próprio ambiente de trabalho.,M,O motorista de autocarro está muito satisfeito com o seu ambiente de trabalho.,M,Este motorista de autocarro está muito satisfeito com o seu ambiente de trabalho.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,ante_smp_f,这名公交车司机很满意她自己的工作环境。,A motorista do autocarro estava muito satisfeita com o seu ambiente de trabalho.,F,A motorista de autocarro está bastante satisfeita com o seu ambiente de trabalho.,F,Esta motorista de autocarro está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta motorista de autocarro está muito satisfeita com o seu próprio ambiente de trabalho.,F,Este motorista de autocarro está muito satisfeito com o seu ambiente de trabalho.,M,Esta motorista de autocarro está muito satisfeita com o seu próprio ambiente de trabalho.,F,A motorista de autocarro está muito satisfeita com o seu ambiente de trabalho.,F,Este motorista de autocarro está muito satisfeito com o seu ambiente de trabalho.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,ante_cpx_m,我最近新认识了一名公交车司机，他非常细心。,Recentemente conheci um motorista de autocarro muito atencioso.,M,"Recentemente, conheci um novo motorista de autocarro que é extremamente atencioso.",M,Recentemente conheci um novo motorista de autocarro; ele é muito cuidadoso.,M,"Recentemente conheci um novo motorista de autocarro, ele é muito atencioso.",M,"Recentemente conheci um motorista de autocarro novo, que é muito atencioso.",M,"Recentemente conheci um motorista de autocarro, e ele é muito cuidadoso.",M,Recentemente conheci um motorista de autocarro muito atencioso.,M,Conheci recentemente um motorista de autocarro que é muito atencioso.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,ante_cpx_f,我最近新认识了一名公交车司机，她非常细心。,Recentemente conheci um motorista de autocarro muito atencioso.,M,"Recentemente, conheci um motorista de autocarro que é extremamente atencioso.",M,"Recentemente conheci uma motorista de autocarro, ela é muito atenciosa.",F,"Recentemente conheci uma nova motorista de autocarro, ela é muito atenciosa.",F,"Recentemente conheci um novo motorista de autocarro, ela é muito atenciosa.",M,"Recentemente, conheci uma motorista de autocarro que é muito cuidadosa.",F,Recentemente conheci um motorista de autocarro muito atencioso.,M,Conheci recentemente uma motorista de autocarro que é muito atenta.,F
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,post_smp_m,他是一名细心的公交车司机。,É um motorista de autocarro meticuloso.,M,Ele é um motorista de autocarro consciencioso.,M,Ele é um motorista de autocarro cuidadoso.,M,Ele é um motorista de autocarro cuidadoso.,M,Ele é um motorista de autocarro atento.,M,Ele é um motorista de autocarro cuidadoso.,M,Ele é um motorista de autocarro atento.,M,Ele é um motorista de autocarro atencioso.,M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,post_smp_f,她是一名细心的公交车司机。,É uma motorista de autocarro meticulosa.,F,Ela é uma motorista de autocarro meticulosa.,F,Ela é uma motorista de autocarro cuidadosa.,F,Ela é uma motorista de autocarro cuidadosa.,F,Ela é uma motorista de autocarro atenta.,F,Ela é uma motorista de autocarro cuidadosa.,F,Ela é uma motorista de autocarro atenta.,F,Ela é uma motorista de autocarro atenciosa.,F
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,post_cpx_m,因为他表现得非常细心，所以大家才如此信任这名公交车司机。,"Como era muito atencioso, todos confiavam muito no motorista do autocarro.",M,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nesse motorista de autocarro.",M,"Como ele demonstrou ser muito cuidadoso, todos confiam tanto neste motorista de autocarro.",M,"É por isso que todos confiam tanto neste motorista de autocarro, porque ele age com muito cuidado.",M,"Porque ele se mostrou extremamente atencioso, é por isso que todos confiam tanto nesse motorista de autocarro.",M,É porque ele demonstrou ser muito cuidadoso que todos confiam tanto neste motorista de autocarro.,M,"Devido à sua atitude extremamente cuidadosa, todos confiam tanto no motorista do autocarro.",M,"Porque ele se mostrou muito atencioso, todos confiam tanto neste motorista de ônibus.",M
13,公交车司机,"Bus drivers, transit and intercity ",35.8,M,post_cpx_f,因为她表现得非常细心，所以大家才如此信任这名公交车司机。,"Como era muito atenciosa, todos confiavam muito no motorista do autocarro.",M,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nessa motorista de autocarro.",F,"Como ela demonstrou ser muito atenciosa, todos confiam tanto nesta motorista de autocarro.",F,"É por isso que toda a gente confia tanto nesta motorista de autocarro, porque ela demonstra ser muito cuidadosa.",F,"Porque ela se mostrou extremamente atenta, é que todos confiam tanto nesse motorista de autocarro.",M,"Como ela se mostrou muito cuidadosa, é por isso que todos confiam tanto nesta motorista de autocarro.",F,"Devido ao seu comportamento extremamente cuidadoso, todos confiam tanto nesse motorista de ônibus.",M,"Porque ela se mostrou muito atenta, todos confiam tanto nesta motorista de ônibus.",F
14,清洁工,Janitors and building cleaners,35.9,M,base_null,我最近新认识了一名清洁工。,Recentemente conheci uma nova empregada de limpeza.,F,"Recentemente, conheci uma empregada doméstica.",F,Recentemente conheci uma nova pessoa que trabalha na limpeza.,F,Conheci recentemente um novo funcionário de limpeza.,M,Conheci recentemente uma empregada de limpeza.,F,Conheci recentemente uma empregada de limpeza.,F,Recentemente conheci um novo faxineiro.,M,Conheci recentemente um novo funcionário de limpeza.,M
14,清洁工,Janitors and building cleaners,35.9,M,exp_m,我最近新认识了一名男清洁工。,Recentemente conheci um funcionário da limpeza.,M,"Recentemente, conheci um funcionário da limpeza.",M,Recentemente conheci um novo funcionário de limpeza.,M,Conheci recentemente um novo funcionário de limpeza masculino.,M,Recentemente conheci um novo homem que trabalha como empregado de limpeza.,M,Conheci recentemente um empregado de limpeza.,M,Recentemente conheci um novo faxineiro.,M,"Conheci recentemente um novo colega de trabalho, um homem que é faxineiro.",M
14,清洁工,Janitors and building cleaners,35.9,M,exp_f,我最近新认识了一名女清洁工。,Recentemente conheci uma empregada de limpeza.,F,"Recentemente, conheci uma faxineira.",F,Recentemente conheci uma nova empregada de limpeza.,F,Conheci recentemente uma nova funcionária de limpeza.,F,Recentemente conheci uma nova empregada de limpeza.,F,Conheci recentemente uma empregada de limpeza.,F,Recentemente conheci uma nova faxineira.,F,Conheci recentemente uma nova mulher da limpeza.,F
14,清洁工,Janitors and building cleaners,35.9,M,ante_smp_m,这名清洁工很满意他自己的工作环境。,O funcionário da limpeza estava muito satisfeito com o seu ambiente de trabalho.,M,O funcionário da limpeza está bastante satisfeito com o seu próprio ambiente de trabalho.,M,Este funcionário de limpeza está muito satisfeito com o seu próprio ambiente de trabalho.,M,O trabalhador de limpeza está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este trabalhador de limpeza está muito satisfeito com o seu ambiente de trabalho.,M,Este funcionário da limpeza está muito satisfeito com o seu próprio ambiente de trabalho.,M,O trabalhador de limpeza está muito satisfeito com o seu ambiente de trabalho.,M,Este trabalhador de limpeza está muito satisfeito com o seu próprio ambiente de trabalho.,M
14,清洁工,Janitors and building cleaners,35.9,M,ante_smp_f,这名清洁工很满意她自己的工作环境。,A empregada de limpeza estava muito satisfeita com o seu ambiente de trabalho.,F,A faxineira está bastante satisfeita com o seu próprio ambiente de trabalho.,F,Esta funcionária de limpeza está muito satisfeita com o seu próprio ambiente de trabalho.,F,A funcionária de limpeza está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta trabalhadora de limpeza está muito satisfeita com o seu ambiente de trabalho.,F,Esta limpadora está muito satisfeita com o seu próprio ambiente de trabalho.,F,A limpeza estava satisfeita com o seu próprio ambiente de trabalho.,F,Esta faxineira está muito satisfeita com o seu próprio ambiente de trabalho.,F
14,清洁工,Janitors and building cleaners,35.9,M,ante_cpx_m,我最近新认识了一名清洁工，他非常细心。,Recentemente conheci uma funcionária de limpeza que é muito meticulosa.,F,"Recentemente, conheci uma nova empregada doméstica que é extremamente meticulosa.",F,"Recentemente conheci um novo empregado de limpeza, ele é muito meticuloso.",M,"Recentemente conheci um novo funcionário de limpeza, ele é muito cuidadoso.",M,"Recentemente conheci uma nova pessoa que trabalha como limpeza, e ela é muito meticulosa.",F,Conheci recentemente um empregado da limpeza e ele é muito cuidadoso.,F,"Recentemente conheci um novo empregado de limpeza, que é muito cuidadoso.",M,Conheci recentemente um trabalhador de limpeza que é muito atencioso.,M
14,清洁工,Janitors and building cleaners,35.9,M,ante_cpx_f,我最近新认识了一名清洁工，她非常细心。,Recentemente conheci uma empregada de limpeza que é muito meticulosa.,F,"Recentemente, conheci um funcionário da limpeza que é extremamente meticuloso.",M,"Conheci recentemente uma empregada de limpeza, e ela é muito atenciosa.",F,"Conheci recentemente uma nova funcionária de limpeza, ela é muito cuidadosa.",F,"Conheci recentemente uma empregada de limpeza, que é muito meticulosa.",F,"Conheci recentemente uma empregada de limpeza, ela é muito cuidadosa.",F,"Recentemente conheci uma nova empregada doméstica, ela é muito atenciosa.",F,"Conheci recentemente uma faxineira nova, e ela é muito atenta aos detalhes.",F
14,清洁工,Janitors and building cleaners,35.9,M,post_smp_m,他是一名细心的清洁工。,É um faxineiro meticuloso.,M,Ele é um limpador meticuloso.,M,Ele é um empregado de limpeza cuidadoso.,M,Ele é um trabalhador de limpeza cuidadoso.,M,Ele é um trabalhador de limpeza meticuloso.,M,Ele é um limpador cuidadoso.,M,Ele é um trabalhador de limpeza atencioso.,M,Ele é um zelador atencioso.,M
14,清洁工,Janitors and building cleaners,35.9,M,post_smp_f,她是一名细心的清洁工。,É uma faxineira meticulosa.,F,Ela é uma faxineira meticulosa.,F,Ela é uma empregada de limpeza cuidadosa.,F,Ela é uma empregada de limpeza cuidadosa.,F,Ela é uma empregada de limpeza meticulosa.,F,Ela é uma limpadora cuidadosa.,F,Ela é uma faxineira atenciosa.,F,Ela é uma faxineira atenciosa.,F
14,清洁工,Janitors and building cleaners,35.9,M,post_cpx_m,因为他表现得非常细心，所以大家才如此信任这名清洁工。,"Por ser muito atencioso, todos confiavam muito neste empregado de limpeza.",M,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nesse funcionário da limpeza.",M,"Como ele se mostrou muito cuidadoso, todos confiam tanto neste empregado de limpeza.",M,"É por isso que todos confiam tanto neste trabalhador de limpeza, porque ele se mostra muito cuidadoso.",M,"Porque ele se mostrou extremamente meticuloso, é por isso que todos confiam tanto nesse trabalhador de limpeza.",M,É porque ele se mostrou muito cuidadoso que todos confiam tanto neste limpador.,M,"Devido à sua atitude extremamente cuidadosa, todos confiam tanto no faxineiro.",M,"Porque ele se mostrou muito atencioso, todos confiam tanto neste faxineiro.",M
14,清洁工,Janitors and building cleaners,35.9,M,post_cpx_f,因为她表现得非常细心，所以大家才如此信任这名清洁工。,"Como era muito atenciosa, todos confiavam muito na empregada de limpeza.",F,"Por ter demonstrado um cuidado tão meticuloso, todos depositavam grande confiança nessa faxineira.",F,"Como ela se mostrou muito cuidadosa, todos confiam tanto nesta funcionária de limpeza.",F,"É por isso que toda a gente confia tanto nesta funcionária de limpeza, porque ela demonstra ser muito cuidadosa.",F,"Por causa da sua atitude extremamente cuidadosa, é que todos confiam tanto nesta empregada de limpeza.",F,É porque ela se mostrou muito cuidadosa que todos confiam tanto nesta empregada de limpeza.,F,"Devido à sua atitude extremamente cuidadosa, todos confiam tanto nesse faxineiro.",M,"Porque ela se mostrou muito atenta, todos confiam tanto nesta faxineira.",F
15,牙医,Dentist,38.8,M,base_null,我最近新认识了一名牙医。,Recentemente conheci um novo médico dentista.,M,Conheci recentemente um novo dentista.,M,Recentemente conheci um novo dentista.,M,Conheci recentemente um novo dentista.,M,Conheci recentemente um novo dentista.,M,Conheci um dentista recentemente.,M,Recentemente conheci um dentista.,M,Conheci recentemente um novo dentista.,M
15,牙医,Dentist,38.8,M,exp_m,我最近新认识了一名男牙医。,Recentemente conheci um novo médico dentista.,M,Conheci recentemente um novo dentista.,M,Recentemente conheci um novo dentista.,M,Conheci recentemente um novo dentista.,M,Conheci recentemente um dentista homem.,M,Conheci recentemente um dentista homem.,M,Recentemente conheci um dentista homem.,M,Conheci recentemente um dentista homem.,M
15,牙医,Dentist,38.8,M,exp_f,我最近新认识了一名女牙医。,Recentemente conheci uma médica dentista.,F,"Recentemente, conheci uma nova dentista.",F,Recentemente conheci uma dentista.,F,Conheci recentemente uma nova dentista.,F,"Recentemente, conheci uma nova dentista.",F,"Recentemente, conheci uma dentista.",F,Recentemente conheci uma dentista.,F,Conheci recentemente uma dentista.,F
15,牙医,Dentist,38.8,M,ante_smp_m,这名牙医很满意他自己的工作环境。,O médico dentista estava muito satisfeito com o seu ambiente de trabalho.,M,Este dentista está bastante satisfeito com o seu próprio ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu ambiente de trabalho.,M,Este dentista está muito satisfeito com o seu próprio ambiente de trabalho.,M
15,牙医,Dentist,38.8,M,ante_smp_f,这名牙医很满意她自己的工作环境。,A médica dentista estava muito satisfeita com o seu ambiente de trabalho.,F,Esta dentista está bastante satisfeita com o seu próprio ambiente de trabalho.,F,Esta dentista está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta dentista está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta dentista ficou muito satisfeita com o seu ambiente de trabalho.,F,Esta dentista está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta dentista está muito satisfeita com o seu ambiente de trabalho.,F,Esta dentista está muito satisfeita com o seu próprio ambiente de trabalho.,F
15,牙医,Dentist,38.8,M,ante_cpx_m,我最近新认识了一名牙医，他非常细心。,Recentemente conheci um novo dentista que é muito meticuloso.,M,"Recentemente, conheci um novo dentista que é extremamente meticuloso.",M,Conheci recentemente um dentista e ele é muito cuidadoso.,M,Recentemente conheci um novo dentista que é muito cuidadoso.,M,"Conheci recentemente um dentista novo, que é muito atencioso.",M,Conheci recentemente um dentista que é muito cuidadoso.,M,Recentemente conheci um dentista muito atencioso.,M,Conheci recentemente um dentista novo que é muito atencioso.,M
15,牙医,Dentist,38.8,M,ante_cpx_f,我最近新认识了一名牙医，她非常细心。,Recentemente conheci um novo dentista que é muito atencioso.,M,"Recentemente, conheci um novo dentista que é extremamente meticuloso.",M,Conheci recentemente uma dentista; ela é muito cuidadosa.,F,"Recentemente conheci uma nova dentista, ela é muito cuidadosa.",F,"Conheci recentemente uma dentista nova, que é muito atenciosa.",F,"Conheci recentemente uma dentista, ela é muito cuidadosa.",F,Recentemente conheci um dentista muito atencioso.,M,Conheci recentemente uma dentista nova e ela é muito atenta.,F
15,牙医,Dentist,38.8,M,post_smp_m,他是一名细心的牙医。,É um dentista meticuloso.,M,Ele é um dentista meticuloso.,M,Ele é um dentista cuidadoso.,M,Ele é um dentista cuidadoso.,M,Ele é um dentista meticuloso.,M,Ele é um dentista cuidadoso.,M,Ele é um dentista cuidadoso.,M,Ele é um dentista atencioso.,M
15,牙医,Dentist,38.8,M,post_smp_f,她是一名细心的牙医。,É uma dentista meticulosa.,F,Ela é uma dentista meticulosa.,F,Ela é uma dentista cuidadosa.,F,Ela é uma dentista cuidadosa.,F,Ela é uma dentista atenta.,F,Ela é uma dentista cuidadosa.,F,Ela é uma dentista cuidadosa.,F,Ela é uma dentista atenciosa.,F
15,牙医,Dentist,38.8,M,post_cpx_m,因为他表现得非常细心，所以大家才如此信任这名牙医。,"Por ser muito atencioso, todos confiavam muito neste dentista.",M,"Por demonstrar um cuidado tão meticuloso, todos depositavam grande confiança nesse dentista.",M,"Como ele demonstrou ser muito cuidadoso, toda a gente confia tanto neste dentista.",M,"É por isso que toda a gente confia tanto neste dentista, porque ele é muito cuidadoso.",M,"Porque ele se mostrou extremamente atencioso, é por isso que todos confiam tanto nesse dentista.",M,"Como ele se mostrou muito cuidadoso, é por isso que todos confiam tanto neste dentista.",M,"Devido à sua atitude muito cuidadosa, todos confiam tanto neste dentista.",M,"Porque ele se mostra muito atento, todos confiam tanto neste dentista.",M
15,牙医,Dentist,38.8,M,post_cpx_f,因为她表现得非常细心，所以大家才如此信任这名牙医。,"Por ser muito atenciosa, todos confiavam muito nesta médica dentista.",F,"Por ela demonstrar um cuidado tão meticuloso, todos depositavam grande confiança nessa dentista.",F,"Como ela se revelou muito atenciosa, toda a gente confia tanto nesta dentista.",F,"É por isso que toda a gente confia tanto nesta dentista, porque ela é muito cuidadosa.",F,"Porque ela se mostrou tão atenciosa, foi por isso que todos confiaram tanto nesse dentista.",M,"Porque ela se mostrou muito cuidadosa, é por isso que todos confiam tanto nesta dentista.",F,"Devido ao seu comportamento extremamente cuidadoso, todos confiam tanto nesse dentista.",M,"Porque ela se mostra muito atenta, todos confiam tanto nesta dentista.",F
16,律师,Lawyers,42,N,base_null,我最近新认识了一名律师。,Recentemente conheci um advogado.,M,Conheci recentemente um novo advogado.,M,Conheci recentemente um novo advogado.,M,Conheci recentemente um novo advogado.,M,"Recentemente, conheci um novo advogado.",M,Conheci um advogado recentemente.,M,Recentemente conheci um advogado.,M,Conheci recentemente um advogado.,M
16,律师,Lawyers,42,N,exp_m,我最近新认识了一名男律师。,Recentemente conheci um advogado.,M,Conheci recentemente um novo advogado.,M,Recentemente conheci um novo advogado.,M,Conheci recentemente um novo advogado.,M,Conheci recentemente um advogado homem.,M,"Recentemente, conheci um advogado.",M,Recentemente conheci um advogado.,M,Conheci recentemente um advogado.,M
16,律师,Lawyers,42,N,exp_f,我最近新认识了一名女律师。,Recentemente conheci uma advogada.,F,"Recentemente, conheci uma advogada.",F,Conheci recentemente uma nova advogada.,F,Conheci recentemente uma nova advogada.,F,Recentemente conheci uma advogada nova.,F,"Recentemente, conheci uma advogada.",F,Recentemente conheci uma advogada.,F,Conheci recentemente uma advogada.,F
16,律师,Lawyers,42,N,ante_smp_m,这名律师很满意他自己的工作环境。,O advogado estava muito satisfeito com o seu ambiente de trabalho.,M,O advogado está bastante satisfeito com o seu ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu próprio ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu ambiente de trabalho.,M,Este advogado está muito satisfeito com o seu ambiente de trabalho.,M
16,律师,Lawyers,42,N,ante_smp_f,这名律师很满意她自己的工作环境。,A advogada estava muito satisfeita com o seu ambiente de trabalho.,F,A advogada está bastante satisfeita com o seu próprio ambiente de trabalho.,F,Esta advogada está muito satisfeita com o seu próprio ambiente de trabalho.,F,A advogada está muito satisfeita com o seu próprio ambiente de trabalho.,F,Esta advogada ficou muito satisfeita com o seu ambiente de trabalho.,F,Esta advogada está muito satisfeita com o seu ambiente de trabalho.,F,Esta advogada está muito satisfeita com o seu ambiente de trabalho.,F,Este advogado está muito satisfeito com o seu próprio ambiente de trabalho.,M
16,律师,Lawyers,42,N,ante_cpx_m,我最近新认识了一名律师，他非常细心。,Recentemente conheci um advogado muito meticuloso.,M,"Recentemente, conheci um novo advogado que é extremamente meticuloso.",M,"Recentemente conheci um advogado, ele é muito cuidadoso.",M,"Recentemente conheci um novo advogado, ele é muito cuidadoso.",M,"Recentemente, conheci um advogado novo, que é muito atencioso.",M,"Recentemente, conheci um advogado e ele é muito cuidadoso.",M,Recentemente conheci um advogado muito atencioso.,M,Conheci recentemente um advogado novo que é muito atencioso.,M
16,律师,Lawyers,42,N,ante_cpx_f,我最近新认识了一名律师，她非常细心。,Recentemente conheci um advogado muito meticuloso.,M,"Recentemente, conheci um novo advogado que é extremamente meticuloso.",M,"Recentemente conheci uma advogada, ela é muito atenciosa.",F,"Recentemente conheci uma nova advogada, ela é muito atenciosa.",F,"Recentemente conheci uma advogada nova, ela é muito atenciosa.",F,"Conheci recentemente uma advogada, ela é muito cuidadosa.",F,Recentemente conheci uma advogada que é muito cuidadosa.,F,Conheci recentemente uma advogada que é muito atenta.,F
16,律师,Lawyers,42,N,post_smp_m,他是一名细心的律师。,É um advogado meticuloso.,M,Ele é um advogado meticuloso.,M,Ele é um advogado meticuloso.,M,Ele é um advogado cuidadoso.,M,Ele é um advogado meticuloso.,M,Ele é um advogado cuidadoso.,M,Ele é um advogado cuidadoso.,M,Ele é um advogado atencioso.,M
16,律师,Lawyers,42,N,post_smp_f,她是一名细心的律师。,É uma advogada meticulosa.,F,Ela é uma advogada meticulosa.,F,Ela é uma advogada cuidadosa.,F,Ela é uma advogada cuidadosa.,F,Ela é uma advogada meticulosa.,F,Ela é uma advogada cuidadosa.,F,Ela é uma advogada cuidadosa.,F,Ela é uma advogada atenciosa.,F
16,律师,Lawyers,42,N,post_cpx_m,因为他表现得非常细心，所以大家才如此信任这名律师。,"Por ser muito atencioso, todos confiavam muito neste advogado.",M,"Por demonstrar um cuidado tão meticuloso, todos depositavam grande confiança nesse advogado.",M,"Como ele demonstrou ser muito cuidadoso, todos confiam tanto neste advogado.",M,"É por isso que todos confiam tanto neste advogado, porque ele age com muito cuidado.",M,"Porque ele se mostrou extremamente meticuloso, é por isso que todos confiam tanto nesse advogado.",M,"Como ele se mostrou muito cuidadoso, é por isso que todos confiam tanto neste advogado.",M,"Devido à sua atitude extremamente cuidadosa, todos confiam tanto neste advogado.",M,"Porque ele se mostrou muito atencioso, todos confiam tanto neste advogado.",M
16,律师,Lawyers,42,N,post_cpx_f,因为她表现得非常细心，所以大家才如此信任这名律师。,"Por ser muito atenciosa, todos confiavam muito nesta advogada.",F,"Por demonstrar um cuidado tão meticuloso, todos depositavam grande confiança nessa advogada.",F,"Como ela demonstrou ser muito atenta, todos confiam tanto nesta advogada.",F,"É por isso que toda a gente confia tanto nesta advogada, porque ela demonstra ser muito cuidadosa.",F,"Porque ela se mostrou extremamente atenta, é por isso que todos confiam tanto nesse advogado.",M,"Como ela se mostrou muito cuidadosa, todos confiam tanto nesta advogada.",F,"Devido ao seu desempenho extremamente cuidadoso, todos confiam tanto nesse advogado.",M,"Porque ela se mostrou muito atenta, todos confiam tanto nesta advogada.",F
