occupation,bias_label,target_gender,complexity,position,system,system_type,correct
Chefs and head cooks,M,m,smp,post,Ministral,LLM,1
Chefs and head cooks,M,m,smp,post,Qwen,LLM,1
Chefs and head cooks,M,m,smp,post,LLaMA,LLM,1
Chefs and head cooks,M,m,smp,post,DeepSeek,LLM,1
Chefs and head cooks,M,f,smp,post,Google,NMT,1
Chefs and head cooks,M,f,smp,post,DeepL,NMT,1
Chefs and head cooks,M,f,smp,post,GPT5,LLM,1
Chefs and head cooks,M,f,smp,post,Claude,LLM,1
Chefs and head cooks,M,f,smp,post,Ministral,LLM,1
Chefs and head cooks,M,f,smp,post,Qwen,LLM,1
Chefs and head cooks,M,f,smp,post,LLaMA,LLM,1
Chefs and head cooks,M,f,smp,post,DeepSeek,LLM,1
Chefs and head cooks,M,m,cpx,post,Google,NMT,1
Chefs and head cooks,M,m,cpx,post,DeepL,NMT,1
Chefs and head cooks,M,m,cpx,post,GPT5,LLM,1
Chefs and head cooks,M,m,cpx,post,Claude,LLM,1
Chefs and head cooks,M,m,cpx,post,Ministral,LLM,1
Chefs and head cooks,M,m,cpx,post,Qwen,LLM,1
Chefs and head cooks,M,m,cpx,post,LLaMA,LLM,1
Chefs and head cooks,M,m,cpx,post,DeepSeek,LLM,1
Chefs and head cooks,M,f,cpx,post,Google,NMT,0
Chefs and head cooks,M,f,cpx,post,DeepL,NMT,1
Chefs and head cooks,M,f,cpx,post,GPT5,LLM,1
Chefs and head cooks,M,f,cpx,post,Claude,LLM,1
Chefs and head cooks,M,f,cpx,post,Ministral,LLM,0
Chefs and head cooks,M,f,cpx,post,Qwen,LLM,1
Chefs and head cooks,M,f,cpx,post,LLaMA,LLM,0
Chefs and head cooks,M,f,cpx,post,DeepSeek,LLM,0
Paramedics,M,m,smp,ante,Google,NMT,1
Paramedics,M,m,smp,ante,DeepL,NMT,1
Paramedics,M,m,smp,ante,GPT5,LLM,1
Paramedics,M,m,smp,ante,Claude,LLM,1
Paramedics,M,m,smp,ante,Ministral,LLM,1
Paramedics,M,m,smp,ante,Qwen,LLM,1
Paramedics,M,m,smp,ante,LLaMA,LLM,1
Paramedics,M,m,smp,ante,DeepSeek,LLM,1
Paramedics,M,f,smp,ante,Google,NMT,1
Paramedics,M,f,smp,ante,DeepL,NMT,1
Paramedics,M,f,smp,ante,GPT5,LLM,1
Paramedics,M,f,smp,ante,Claude,LLM,1
Paramedics,M,f,smp,ante,Ministral,LLM,1
Paramedics,M,f,smp,ante,Qwen,LLM,1
Paramedics,M,f,smp,ante,LLaMA,LLM,1
Paramedics,M,f,smp,ante,DeepSeek,LLM,0
Paramedics,M,m,cpx,ante,Google,NMT,1
Paramedics,M,m,cpx,ante,DeepL,NMT,1
Paramedics,M,m,cpx,ante,GPT5,LLM,1
Paramedics,M,m,cpx,ante,Claude,LLM,1
Paramedics,M,m,cpx,ante,Ministral,LLM,1
Paramedics,M,m,cpx,ante,Qwen,LLM,1
Paramedics,M,m,cpx,ante,LLaMA,LLM,1
Paramedics,M,m,cpx,ante,DeepSeek,LLM,1
Paramedics,M,f,cpx,ante,Google,NMT,0
Paramedics,M,f,cpx,ante,DeepL,NMT,0
Paramedics,M,f,cpx,ante,GPT5,LLM,1
Paramedics,M,f,cpx,ante,Claude,LLM,1
Paramedics,M,f,cpx,ante,Ministral,LLM,1
Paramedics,M,f,cpx,ante,Qwen,LLM,1
Paramedics,M,f,cpx,ante,LLaMA,LLM,0
Paramedics,M,f,cpx,ante,DeepSeek,LLM,1
Paramedics,M,m,smp,post,Google,NMT,1
Paramedics,M,m,smp,post,DeepL,NMT,1
Paramedics,M,m,smp,post,GPT5,LLM,1
Paramedics,M,m,smp,post,Claude,LLM,1
Paramedics,M,m,smp,post,Ministral,LLM,1
Paramedics,M,m,smp,post,Qwen,LLM,1
Paramedics,M,m,smp,post,LLaMA,LLM,1
Paramedics,M,m,smp,post,DeepSeek,LLM,1
Paramedics,M,f,smp,post,Google,NMT,1
Paramedics,M,f,smp,post,DeepL,NMT,1
Paramedics,M,f,smp,post,GPT5,LLM,1
Paramedics,M,f,smp,post,Claude,LLM,1
Paramedics,M,f,smp,post,Ministral,LLM,1
Paramedics,M,f,smp,post,Qwen,LLM,1
Paramedics,M,f,smp,post,LLaMA,LLM,1
Paramedics,M,f,smp,post,DeepSeek,LLM,1
Paramedics,M,m,cpx,post,Google,NMT,1
Paramedics,M,m,cpx,post,DeepL,NMT,1
Paramedics,M,m,cpx,post,GPT5,LLM,1
Paramedics,M,m,cpx,post,Claude,LLM,1
Paramedics,M,m,cpx,post,Ministral,LLM,1
Paramedics,M,m,cpx,post,Qwen,LLM,1
Paramedics,M,m,cpx,post,LLaMA,LLM,1
Paramedics,M,m,cpx,post,DeepSeek,LLM,1
Paramedics,M,f,cpx,post,Google,NMT,1
Paramedics,M,f,cpx,post,DeepL,NMT,1
Paramedics,M,f,cpx,post,GPT5,LLM,1
Paramedics,M,f,cpx,post,Claude,LLM,1
Paramedics,M,f,cpx,post,Ministral,LLM,1
Paramedics,M,f,cpx,post,Qwen,LLM,1
Paramedics,M,f,cpx,post,LLaMA,LLM,0
Paramedics,M,f,cpx,post,DeepSeek,LLM,1
Dishwashers,M,m,smp,ante,Google,NMT,1
Dishwashers,M,m,smp,ante,DeepL,NMT,1
Dishwashers,M,m,smp,ante,GPT5,LLM,1
Dishwashers,M,m,smp,ante,Claude,LLM,1
Dishwashers,M,m,smp,ante,Ministral,LLM,0
Dishwashers,M,m,smp,ante,Qwen,LLM,1
Dishwashers,M,m,smp,ante,LLaMA,LLM,1
Dishwashers,M,m,smp,ante,DeepSeek,LLM,1
Dishwashers,M,f,smp,ante,Google,NMT,1
Dishwashers,M,f,smp,ante,DeepL,NMT,1
Dishwashers,M,f,smp,ante,GPT5,LLM,1
Dishwashers,M,f,smp,ante,Claude,LLM,1
Dishwashers,M,f,smp,ante,Ministral,LLM,1
Dishwashers,M,f,smp,ante,Qwen,LLM,1
Dishwashers,M,f,smp,ante,LLaMA,LLM,1
Dishwashers,M,f,smp,ante,DeepSeek,LLM,1
Dishwashers,M,m,cpx,ante,Google,NMT,1
Dishwashers,M,m,cpx,ante,DeepL,NMT,1
Dishwashers,M,m,cpx,ante,GPT5,LLM,1
Dishwashers,M,m,cpx,ante,Claude,LLM,1
Dishwashers,M,m,cpx,ante,Ministral,LLM,1
Dishwashers,M,m,cpx,ante,Qwen,LLM,1
Dishwashers,M,m,cpx,ante,LLaMA,LLM,1
Dishwashers,M,m,cpx,ante,DeepSeek,LLM,1
Dishwashers,M,f,cpx,ante,Google,NMT,0
Dishwashers,M,f,cpx,ante,DeepL,NMT,0
Dishwashers,M,f,cpx,ante,GPT5,LLM,1
Dishwashers,M,f,cpx,ante,Claude,LLM,1
Dishwashers,M,f,cpx,ante,Ministral,LLM,1
Dishwashers,M,f,cpx,ante,Qwen,LLM,1
Dishwashers,M,f,cpx,ante,LLaMA,LLM,1
Dishwashers,M,f,cpx,ante,DeepSeek,LLM,1
Dishwashers,M,m,smp,post,Google,NMT,1
Dishwashers,M,m,smp,post,DeepL,NMT,1
Dishwashers,M,m,smp,post,GPT5,LLM,1
Dishwashers,M,m,smp,post,Claude,LLM,1
Dishwashers,M,m,smp,post,Ministral,LLM,1
Dishwashers,M,m,smp,post,Qwen,LLM,1
Dishwashers,M,m,smp,post,LLaMA,LLM,1
Dishwashers,M,m,smp,post,DeepSeek,LLM,1
Dishwashers,M,f,smp,post,Google,NMT,1
Dishwashers,M,f,smp,post,DeepL,NMT,1
Dishwashers,M,f,smp,post,GPT5,LLM,1
Dishwashers,M,f,smp,post,Claude,LLM,1
Dishwashers,M,f,smp,post,Ministral,LLM,1
Dishwashers,M,f,smp,post,Qwen,LLM,1
Dishwashers,M,f,smp,post,LLaMA,LLM,1
Dishwashers,M,f,smp,post,DeepSeek,LLM,1
Dishwashers,M,m,cpx,post,Google,NMT,1
Dishwashers,M,m,cpx,post,DeepL,NMT,1
Dishwashers,M,m,cpx,post,GPT5,LLM,1
Dishwashers,M,m,cpx,post,Claude,LLM,1
Dishwashers,M,m,cpx,post,Ministral,LLM,1
Dishwashers,M,m,cpx,post,Qwen,LLM,1
Dishwashers,M,m,cpx,post,LLaMA,LLM,1
Dishwashers,M,m,cpx,post,DeepSeek,LLM,1
Dishwashers,M,f,cpx,post,Google,NMT,1
Dishwashers,M,f,cpx,post,DeepL,NMT,1
Dishwashers,M,f,cpx,post,GPT5,LLM,1
Dishwashers,M,f,cpx,post,Claude,LLM,1
Dishwashers,M,f,cpx,post,Ministral,LLM,1
Dishwashers,M,f,cpx,post,Qwen,LLM,1
Dishwashers,M,f,cpx,post,LLaMA,LLM,1
Dishwashers,M,f,cpx,post,DeepSeek,LLM,1
Architects,M,m,smp,ante,Google,NMT,1
Architects,M,m,smp,ante,DeepL,NMT,1
Architects,M,m,smp,ante,GPT5,LLM,1
Architects,M,m,smp,ante,Claude,LLM,1
Architects,M,m,smp,ante,Ministral,LLM,1
Architects,M,m,smp,ante,Qwen,LLM,1
Architects,M,m,smp,ante,LLaMA,LLM,1
Architects,M,m,smp,ante,DeepSeek,LLM,1
Architects,M,f,smp,ante,Google,NMT,1
Architects,M,f,smp,ante,DeepL,NMT,1
Architects,M,f,smp,ante,GPT5,LLM,1
Architects,M,f,smp,ante,Claude,LLM,1
Architects,M,f,smp,ante,Ministral,LLM,1
Architects,M,f,smp,ante,Qwen,LLM,1
Architects,M,f,smp,ante,LLaMA,LLM,1
Architects,M,f,smp,ante,DeepSeek,LLM,1
Architects,M,m,cpx,ante,Google,NMT,1
Architects,M,m,cpx,ante,DeepL,NMT,1
Architects,M,m,cpx,ante,GPT5,LLM,1
Architects,M,m,cpx,ante,Claude,LLM,1
Architects,M,m,cpx,ante,Ministral,LLM,1
Architects,M,m,cpx,ante,Qwen,LLM,1
Architects,M,m,cpx,ante,LLaMA,LLM,1
Architects,M,m,cpx,ante,DeepSeek,LLM,1
Architects,M,f,cpx,ante,Google,NMT,0
Architects,M,f,cpx,ante,DeepL,NMT,0
Architects,M,f,cpx,ante,GPT5,LLM,1
Architects,M,f,cpx,ante,Claude,LLM,1
Architects,M,f,cpx,ante,Ministral,LLM,1
Architects,M,f,cpx,ante,Qwen,LLM,1
Architects,M,f,cpx,ante,LLaMA,LLM,1
Architects,M,f,cpx,ante,DeepSeek,LLM,1
Architects,M,m,smp,post,Google,NMT,1
Architects,M,m,smp,post,DeepL,NMT,1
Architects,M,m,smp,post,GPT5,LLM,1
Architects,M,m,smp,post,Claude,LLM,1
Architects,M,m,smp,post,Ministral,LLM,1
Architects,M,m,smp,post,Qwen,LLM,1
Architects,M,m,smp,post,LLaMA,LLM,1
Architects,M,m,smp,post,DeepSeek,LLM,1
Architects,M,f,smp,post,Google,NMT,1
Architects,M,f,smp,post,DeepL,NMT,1
Architects,M,f,smp,post,GPT5,LLM,1
Architects,M,f,smp,post,Claude,LLM,1
Architects,M,f,smp,post,Ministral,LLM,1
Architects,M,f,smp,post,Qwen,LLM,1
Architects,M,f,smp,post,LLaMA,LLM,1
Architects,M,f,smp,post,DeepSeek,LLM,1
Architects,M,m,cpx,post,Google,NMT,1
Architects,M,m,cpx,post,DeepL,NMT,1
Architects,M,m,cpx,post,GPT5,LLM,1
Architects,M,m,cpx,post,Claude,LLM,1
Architects,M,m,cpx,post,Ministral,LLM,1
Architects,M,m,cpx,post,Qwen,LLM,1
Architects,M,m,cpx,post,LLaMA,LLM,1
Architects,M,m,cpx,post,DeepSeek,LLM,1
Architects,M,f,cpx,post,Google,NMT,0
Architects,M,f,cpx,post,DeepL,NMT,1
Architects,M,f,cpx,post,GPT5,LLM,1
Architects,M,f,cpx,post,Claude,LLM,1
Architects,M,f,cpx,post,Ministral,LLM,0
Architects,M,f,cpx,post,Qwen,LLM,1
Architects,M,f,cpx,post,LLaMA,LLM,0
Architects,M,f,cpx,post,DeepSeek,LLM,1
Chief executives,M,m,smp,ante,Google,NMT,1
Chief executives,M,m,smp,ante,DeepL,NMT,1
Chief executives,M,m,smp,ante,GPT5,LLM,1
Chief executives,M,m,smp,ante,Claude,LLM,1
Chief executives,M,m,smp,ante,Ministral,LLM,1
Chief executives,M,m,smp,ante,Qwen,LLM,1
Chief executives,M,m,smp,ante,LLaMA,LLM,1
Chief executives,M,m,smp,ante,DeepSeek,LLM,1
Chief executives,M,f,smp,ante,Google,NMT,1
Chief executives,M,f,smp,ante,DeepL,NMT,1
Chief executives,M,f,smp,ante,GPT5,LLM,1
Chief executives,M,f,smp,ante,Claude,LLM,1
Chief executives,M,f,smp,ante,Ministral,LLM,0
Chief executives,M,f,smp,ante,Qwen,LLM,1
Chief executives,M,f,smp,ante,LLaMA,LLM,0
Chief executives,M,f,smp,ante,DeepSeek,LLM,1
Chief executives,M,m,cpx,ante,Google,NMT,1
Chief executives,M,m,cpx,ante,DeepL,NMT,1
Chief executives,M,m,cpx,ante,GPT5,LLM,1
Chief executives,M,m,cpx,ante,Claude,LLM,1
Chief executives,M,m,cpx,ante,Ministral,LLM,1
Chief executives,M,m,cpx,ante,Qwen,LLM,1
Chief executives,M,m,cpx,ante,LLaMA,LLM,1
Chief executives,M,m,cpx,ante,DeepSeek,LLM,1
Chief executives,M,f,cpx,ante,Google,NMT,0
Chief executives,M,f,cpx,ante,DeepL,NMT,0
Chief executives,M,f,cpx,ante,GPT5,LLM,1
Chief executives,M,f,cpx,ante,Claude,LLM,1
Chief executives,M,f,cpx,ante,Ministral,LLM,1
Chief executives,M,f,cpx,ante,Qwen,LLM,1
Chief executives,M,f,cpx,ante,LLaMA,LLM,1
Chief executives,M,f,cpx,ante,DeepSeek,LLM,1
Chief executives,M,m,smp,post,Google,NMT,1
Chief executives,M,m,smp,post,DeepL,NMT,1
Chief executives,M,m,smp,post,GPT5,LLM,1
Chief executives,M,m,smp,post,Claude,LLM,1
Chief executives,M,m,smp,post,Ministral,LLM,1
Chief executives,M,m,smp,post,Qwen,LLM,1
Chief executives,M,m,smp,post,LLaMA,LLM,1
Chief executives,M,m,smp,post,DeepSeek,LLM,1
Chief executives,M,f,smp,post,Google,NMT,1
Chief executives,M,f,smp,post,DeepL,NMT,1
Chief executives,M,f,smp,post,GPT5,LLM,1
Chief executives,M,f,smp,post,Claude,LLM,1
Chief executives,M,f,smp,post,Ministral,LLM,1
Chief executives,M,f,smp,post,Qwen,LLM,1
Chief executives,M,f,smp,post,LLaMA,LLM,1
Chief executives,M,f,smp,post,DeepSeek,LLM,1
Chief executives,M,m,cpx,post,Google,NMT,1
Chief executives,M,m,cpx,post,DeepL,NMT,1
Chief executives,M,m,cpx,post,GPT5,LLM,1
Chief executives,M,m,cpx,post,Claude,LLM,1
Chief executives,M,m,cpx,post,Ministral,LLM,1
Chief executives,M,m,cpx,post,Qwen,LLM,1
Chief executives,M,m,cpx,post,LLaMA,LLM,1
Chief executives,M,m,cpx,post,DeepSeek,LLM,1
Chief executives,M,f,cpx,post,Google,NMT,0
Chief executives,M,f,cpx,post,DeepL,NMT,1
Chief executives,M,f,cpx,post,GPT5,LLM,1
Chief executives,M,f,cpx,post,Claude,LLM,1
Chief executives,M,f,cpx,post,Ministral,LLM,0
Chief executives,M,f,cpx,post,Qwen,LLM,1
Chief executives,M,f,cpx,post,LLaMA,LLM,0
Chief executives,M,f,cpx,post,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,Google,NMT,1
"Bus drivers, transit and intercity ",M,m,smp,ante,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,m,smp,ante,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,Claude,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,Ministral,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,ante,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,ante,Google,NMT,1
"Bus drivers, transit and intercity ",M,f,smp,ante,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,f,smp,ante,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,ante,Claude,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,ante,Ministral,LLM,0
"Bus drivers, transit and intercity ",M,f,smp,ante,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,ante,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,ante,DeepSeek,LLM,0
"Bus drivers, transit and intercity ",M,m,cpx,ante,Google,NMT,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,Claude,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,Ministral,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,ante,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,ante,Google,NMT,0
"Bus drivers, transit and intercity ",M,f,cpx,ante,DeepL,NMT,0
"Bus drivers, transit and intercity ",M,f,cpx,ante,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,ante,Claude,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,ante,Ministral,LLM,0
"Bus drivers, transit and intercity ",M,f,cpx,ante,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,ante,LLaMA,LLM,0
"Bus drivers, transit and intercity ",M,f,cpx,ante,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,Google,NMT,1
"Bus drivers, transit and intercity ",M,m,smp,post,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,m,smp,post,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,Claude,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,Ministral,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,m,smp,post,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,Google,NMT,1
"Bus drivers, transit and intercity ",M,f,smp,post,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,f,smp,post,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,Claude,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,Ministral,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,f,smp,post,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,Google,NMT,1
"Bus drivers, transit and intercity ",M,m,cpx,post,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,m,cpx,post,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,Claude,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,Ministral,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,LLaMA,LLM,1
"Bus drivers, transit and intercity ",M,m,cpx,post,DeepSeek,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,post,Google,NMT,0
"Bus drivers, transit and intercity ",M,f,cpx,post,DeepL,NMT,1
"Bus drivers, transit and intercity ",M,f,cpx,post,GPT5,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,post,Claude,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,post,Ministral,LLM,0
"Bus drivers, transit and intercity ",M,f,cpx,post,Qwen,LLM,1
"Bus drivers, transit and intercity ",M,f,cpx,post,LLaMA,LLM,0
"Bus drivers, transit and intercity ",M,f,cpx,post,DeepSeek,LLM,1
Janitors and building cleaners,M,m,smp,ante,Google,NMT,1
Janitors and building cleaners,M,m,smp,ante,DeepL,NMT,1
Janitors and building cleaners,M,m,smp,ante,GPT5,LLM,1
Janitors and building cleaners,M,m,smp,ante,Claude,LLM,1
Janitors and building cleaners,M,m,smp,ante,Ministral,LLM,1
Janitors and building cleaners,M,m,smp,ante,Qwen,LLM,1
Janitors and building cleaners,M,m,smp,ante,LLaMA,LLM,1
Janitors and building cleaners,M,m,smp,ante,DeepSeek,LLM,1
Janitors and building cleaners,M,f,smp,ante,Google,NMT,1
Janitors and building cleaners,M,f,smp,ante,DeepL,NMT,1
Janitors and building cleaners,M,f,smp,ante,GPT5,LLM,1
Janitors and building cleaners,M,f,smp,ante,Claude,LLM,1
Janitors and building cleaners,M,f,smp,ante,Ministral,LLM,1
Janitors and building cleaners,M,f,smp,ante,Qwen,LLM,1
Janitors and building cleaners,M,f,smp,ante,LLaMA,LLM,1
Janitors and building cleaners,M,f,smp,ante,DeepSeek,LLM,1
Janitors and building cleaners,M,m,cpx,ante,Google,NMT,0
Janitors and building cleaners,M,m,cpx,ante,DeepL,NMT,0
Janitors and building cleaners,M,m,cpx,ante,GPT5,LLM,1
Janitors and building cleaners,M,m,cpx,ante,Claude,LLM,1
Janitors and building cleaners,M,m,cpx,ante,Ministral,LLM,0
Janitors and building cleaners,M,m,cpx,ante,Qwen,LLM,0
Janitors and building cleaners,M,m,cpx,ante,LLaMA,LLM,1
Janitors and building cleaners,M,m,cpx,ante,DeepSeek,LLM,1
Janitors and building cleaners,M,f,cpx,ante,Google,NMT,1
Janitors and building cleaners,M,f,cpx,ante,DeepL,NMT,0
Janitors and building cleaners,M,f,cpx,ante,GPT5,LLM,1
Janitors and building cleaners,M,f,cpx,ante,Claude,LLM,1
Janitors and building cleaners,M,f,cpx,ante,Ministral,LLM,1
Janitors and building cleaners,M,f,cpx,ante,Qwen,LLM,1
Janitors and building cleaners,M,f,cpx,ante,LLaMA,LLM,1
Janitors and building cleaners,M,f,cpx,ante,DeepSeek,LLM,1
Janitors and building cleaners,M,m,smp,post,Google,NMT,1
Janitors and building cleaners,M,m,smp,post,DeepL,NMT,1
Janitors and building cleaners,M,m,smp,post,GPT5,LLM,1
Janitors and building cleaners,M,m,smp,post,Claude,LLM,1
Janitors and building cleaners,M,m,smp,post,Ministral,LLM,1
Janitors and building cleaners,M,m,smp,post,Qwen,LLM,1
Janitors and building cleaners,M,m,smp,post,LLaMA,LLM,1
Janitors and building cleaners,M,m,smp,post,DeepSeek,LLM,1
Janitors and building cleaners,M,f,smp,post,Google,NMT,1
Janitors and building cleaners,M,f,smp,post,DeepL,NMT,1
Janitors and building cleaners,M,f,smp,post,GPT5,LLM,1
Janitors and building cleaners,M,f,smp,post,Claude,LLM,1
Janitors and building cleaners,M,f,smp,post,Ministral,LLM,1
Janitors and building cleaners,M,f,smp,post,Qwen,LLM,1
Janitors and building cleaners,M,f,smp,post,LLaMA,LLM,1
Janitors and building cleaners,M,f,smp,post,DeepSeek,LLM,1
Janitors and building cleaners,M,m,cpx,post,Google,NMT,1
Janitors and building cleaners,M,m,cpx,post,DeepL,NMT,1
Janitors and building cleaners,M,m,cpx,post,GPT5,LLM,1
Janitors and building cleaners,M,m,cpx,post,Claude,LLM,1
Janitors and building cleaners,M,m,cpx,post,Ministral,LLM,1
Janitors and building cleaners,M,m,cpx,post,Qwen,LLM,1
Janitors and building cleaners,M,m,cpx,post,LLaMA,LLM,1
Janitors and building cleaners,M,m,cpx,post,DeepSeek,LLM,1
Janitors and building cleaners,M,f,cpx,post,Google,NMT,1
Janitors and building cleaners,M,f,cpx,post,DeepL,NMT,1
Janitors and building cleaners,M,f,cpx,post,GPT5,LLM,1
Janitors and building cleaners,M,f,cpx,post,Claude,LLM,1
Janitors and building cleaners,M,f,cpx,post,Ministral,LLM,1
Janitors and building cleaners,M,f,cpx,post,Qwen,LLM,1
Janitors and building cleaners,M,f,cpx,post,LLaMA,LLM,0
Janitors and building cleaners,M,f,cpx,post,DeepSeek,LLM,1
Dentist,M,m,smp,ante,Google,NMT,1
Dentist,M,m,smp,ante,DeepL,NMT,1
Dentist,M,m,smp,ante,GPT5,LLM,1
Dentist,M,m,smp,ante,Claude,LLM,1
Dentist,M,m,smp,ante,Ministral,LLM,1
Dentist,M,m,smp,ante,Qwen,LLM,1
Dentist,M,m,smp,ante,LLaMA,LLM,1
Dentist,M,m,smp,ante,DeepSeek,LLM,1
Dentist,M,f,smp,ante,Google,NMT,1
Dentist,M,f,smp,ante,DeepL,NMT,1
Dentist,M,f,smp,ante,GPT5,LLM,1
Dentist,M,f,smp,ante,Claude,LLM,1
Dentist,M,f,smp,ante,Ministral,LLM,1
Dentist,M,f,smp,ante,Qwen,LLM,1
Dentist,M,f,smp,ante,LLaMA,LLM,1
Dentist,M,f,smp,ante,DeepSeek,LLM,1
Dentist,M,m,cpx,ante,Google,NMT,1
Dentist,M,m,cpx,ante,DeepL,NMT,1
Dentist,M,m,cpx,ante,GPT5,LLM,1
Dentist,M,m,cpx,ante,Claude,LLM,1
Dentist,M,m,cpx,ante,Ministral,LLM,1
Dentist,M,m,cpx,ante,Qwen,LLM,1
Dentist,M,m,cpx,ante,LLaMA,LLM,1
Dentist,M,m,cpx,ante,DeepSeek,LLM,1
Dentist,M,f,cpx,ante,Google,NMT,0
Dentist,M,f,cpx,ante,DeepL,NMT,0
Dentist,M,f,cpx,ante,GPT5,LLM,1
Dentist,M,f,cpx,ante,Claude,LLM,1
Dentist,M,f,cpx,ante,Ministral,LLM,1
Dentist,M,f,cpx,ante,Qwen,LLM,1
Dentist,M,f,cpx,ante,LLaMA,LLM,0
Dentist,M,f,cpx,ante,DeepSeek,LLM,1
Dentist,M,m,smp,post,Google,NMT,1
Dentist,M,m,smp,post,DeepL,NMT,1
Dentist,M,m,smp,post,GPT5,LLM,1
Dentist,M,m,smp,post,Claude,LLM,1
Dentist,M,m,smp,post,Ministral,LLM,1
Dentist,M,m,smp,post,Qwen,LLM,1
Dentist,M,m,smp,post,LLaMA,LLM,1
Dentist,M,m,smp,post,DeepSeek,LLM,1
Dentist,M,f,smp,post,Google,NMT,1
Dentist,M,f,smp,post,DeepL,NMT,1
Dentist,M,f,smp,post,GPT5,LLM,1
Dentist,M,f,smp,post,Claude,LLM,1
Dentist,M,f,smp,post,Ministral,LLM,1
Dentist,M,f,smp,post,Qwen,LLM,1
Dentist,M,f,smp,post,LLaMA,LLM,1
Dentist,M,f,smp,post,DeepSeek,LLM,1
Dentist,M,m,cpx,post,Google,NMT,1
Dentist,M,m,cpx,post,DeepL,NMT,1
Dentist,M,m,cpx,post,GPT5,LLM,1
Dentist,M,m,cpx,post,Claude,LLM,1
Dentist,M,m,cpx,post,Ministral,LLM,1
Dentist,M,m,cpx,post,Qwen,LLM,1
Dentist,M,m,cpx,post,LLaMA,LLM,1
Dentist,M,m,cpx,post,DeepSeek,LLM,1
Dentist,M,f,cpx,post,Google,NMT,1
Dentist,M,f,cpx,post,DeepL,NMT,1
Dentist,M,f,cpx,post,GPT5,LLM,1
Dentist,M,f,cpx,post,Claude,LLM,1
Dentist,M,f,cpx,post,Ministral,LLM,0
Dentist,M,f,cpx,post,Qwen,LLM,1
Dentist,M,f,cpx,post,LLaMA,LLM,0
Dentist,M,f,cpx,post,DeepSeek,LLM,1
Lawyers,N,m,smp,ante,Google,NMT,1
Lawyers,N,m,smp,ante,DeepL,NMT,1
Lawyers,N,m,smp,ante,GPT5,LLM,1
Lawyers,N,m,smp,ante,Claude,LLM,1
Lawyers,N,m,smp,ante,Ministral,LLM,1
Lawyers,N,m,smp,ante,Qwen,LLM,1
